reconciliation_id,transaction_id,status,matched_at,note
R000419,T000606,pending,2023-06-26T12:00:00+00:00,auto-matched
R000420,T000607,reconciled,2023-07-04T12:00:00+00:00,
R000421,T000608,pending,2023-08-02T12:00:00+00:00,auto-matched
R000422,T000609,disputed,2023-09-26T12:00:00+00:00,auto-matched
R000423,T000610,reconciled,2023-10-29T12:00:00+00:00,
R000424,T000612,disputed,2023-12-27T12:00:00+00:00,auto-matched
R000425,T000613,pending,2024-01-04T12:00:00+00:00,auto-matched
R000426,T000614,pending,2024-02-13T12:00:00+00:00,
R000427,T000615,disputed,2024-03-30T12:00:00+00:00,auto-matched
R000428,T000616,disputed,2024-04-04T12:00:00+00:00,auto-matched
R000429,T000618,disputed,2024-06-23T12:00:00+00:00,
R000430,T000619,pending,2024-07-08T12:00:00+00:00,auto-matched
R000431,T000620,reconciled,2024-08-12T12:00:00+00:00,auto-matched
R000432,T000623,pending,2024-11-12T12:00:00+00:00,
R000433,T000624,pending,2024-12-28T12:00:00+00:00,auto-matched
R000434,T000625,reconciled,2023-01-24T12:00:00+00:00,auto-matched
R000435,T000626,reconciled,2023-02-06T12:00:00+00:00,
R000436,T000627,reconciled,2023-03-01T12:00:00+00:00,auto-matched
R000437,T000628,reconciled,2023-04-24T12:00:00+00:00,auto-matched
R000438,T000630,disputed,2023-06-06T12:00:00+00:00,
R000439,T000632,pending,2023-08-02T12:00:00+00:00,auto-matched
R000440,T000633,disputed,2023-09-23T12:00:00+00:00,auto-matched
R000441,T000634,reconciled,2023-10-22T12:00:00+00:00,
R000442,T000635,reconciled,2023-11-12T12:00:00+00:00,auto-matched
R000443,T000637,reconciled,2024-01-28T12:00:00+00:00,auto-matched
R000444,T000639,disputed,2024-03-11T12:00:00+00:00,
R000445,T000640,pending,2024-04-19T12:00:00+00:00,auto-matched
R000446,T000641,pending,2024-05-27T12:00:00+00:00,auto-matched
R000447,T000643,pending,2024-07-05T12:00:00+00:00,
R000448,T000644,pending,2024-08-01T12:00:00+00:00,auto-matched
R000449,T000645,pending,2024-09-13T12:00:00+00:00,auto-matched
R000450,T000646,reconciled,2024-10-09T12:00:00+00:00,
R000451,T000649,pending,2023-01-18T12:00:00+00:00,auto-matched
R000452,T000652,reconciled,2023-04-19T12:00:00+00:00,auto-matched
R000453,T000653,disputed,2023-05-01T12:00:00+00:00,
R000454,T000654,pending,2023-06-21T12:00:00+00:00,auto-matched
R000455,T000656,disputed,2023-08-30T12:00:00+00:00,auto-matched
R000456,T000661,pending,2024-01-22T12:00:00+00:00,
R000457,T000662,reconciled,2024-02-07T12:00:00+00:00,auto-matched
R000458,T000663,reconciled,2024-03-14T12:00:00+00:00,auto-matched
R000459,T000665,reconciled,2024-05-17T12:00:00+00:00,
R000460,T000666,reconciled,2024-06-21T12:00:00+00:00,auto-matched
R000461,T000667,reconciled,2024-07-15T12:00:00+00:00,auto-matched
R000462,T000668,reconciled,2024-08-11T12:00:00+00:00,
R000463,T000669,pending,2024-09-03T12:00:00+00:00,auto-matched
R000464,T000671,pending,2024-11-08T12:00:00+00:00,auto-matched
R000465,T000672,pending,2024-12-11T12:00:00+00:00,
R000466,T000673,pending,2023-01-11T12:00:00+00:00,auto-matched
R000467,T000675,pending,2023-03-03T12:00:00+00:00,auto-matched
R000468,T000677,disputed,2023-05-21T12:00:00+00:00,
R000469,T000678,disputed,2023-06-09T12:00:00+00:00,auto-matched
R000470,T000679,disputed,2023-07-12T12:00:00+00:00,auto-matched
R000471,T000680,pending,2023-08-27T12:00:00+00:00,
R000472,T000681,disputed,2023-09-19T12:00:00+00:00,auto-matched
R000473,T000684,pending,2023-12-18T12:00:00+00:00,auto-matched
R000474,T000685,pending,2024-01-25T12:00:00+00:00,
R000475,T000688,reconciled,2024-04-10T12:00:00+00:00,auto-matched
R000476,T000689,reconciled,2024-05-03T12:00:00+00:00,auto-matched
R000477,T000690,reconciled,2024-06-30T12:00:00+00:00,
R000478,T000691,disputed,2024-07-03T12:00:00+00:00,auto-matched
R000479,T000692,disputed,2024-08-13T12:00:00+00:00,auto-matched
R000480,T000694,reconciled,2024-10-09T12:00:00+00:00,
R000481,T000696,pending,2024-12-09T12:00:00+00:00,auto-matched
R000482,T000698,reconciled,2023-02-04T12:00:00+00:00,auto-matched
R000483,T000699,disputed,2023-03-03T12:00:00+00:00,
R000484,T000701,reconciled,2023-05-16T12:00:00+00:00,auto-matched
R000485,T000702,pending,2023-06-27T12:00:00+00:00,auto-matched
R000486,T000704,disputed,2023-08-18T12:00:00+00:00,
R000487,T000706,reconciled,2023-10-14T12:00:00+00:00,auto-matched
R000488,T000707,pending,2023-11-26T12:00:00+00:00,auto-matched
R000489,T000708,pending,2023-12-09T12:00:00+00:00,
R000490,T000710,disputed,2024-02-12T12:00:00+00:00,auto-matched
R000491,T000712,disputed,2024-04-20T12:00:00+00:00,auto-matched
R000492,T000713,reconciled,2024-05-07T12:00:00+00:00,
R000493,T000714,disputed,2024-06-29T12:00:00+00:00,auto-matched
R000494,T000716,disputed,2024-08-03T12:00:00+00:00,auto-matched
R000495,T000717,reconciled,2024-09-24T12:00:00+00:00,
R000496,T000720,disputed,2024-12-09T12:00:00+00:00,auto-matched
R000497,T000721,reconciled,2023-01-31T12:00:00+00:00,auto-matched
R000498,T000722,disputed,2023-02-20T12:00:00+00:00,
R000499,T000724,disputed,2023-04-27T12:00:00+00:00,auto-matched
R000500,T000725,reconciled,2023-05-24T12:00:00+00:00,auto-matched
R000501,T000728,disputed,2023-08-08T12:00:00+00:00,
R000502,T000729,reconciled,2023-09-12T12:00:00+00:00,auto-matched
R000503,T000730,reconciled,2023-10-28T12:00:00+00:00,auto-matched
R000504,T000735,pending,2024-03-21T12:00:00+00:00,
R000505,T000736,reconciled,2024-04-13T12:00:00+00:00,auto-matched
R000506,T000738,reconciled,2024-06-17T12:00:00+00:00,auto-matched
R000507,T000739,pending,2024-07-05T12:00:00+00:00,
R000508,T000742,reconciled,2024-10-17T12:00:00+00:00,auto-matched
R000509,T000745,disputed,2023-01-17T12:00:00+00:00,auto-matched
R000510,T000746,reconciled,2023-02-07T12:00:00+00:00,
R000511,T000747,pending,2023-03-05T12:00:00+00:00,auto-matched
R000512,T000748,reconciled,2023-04-30T12:00:00+00:00,auto-matched
R000513,T000750,reconciled,2023-06-20T12:00:00+00:00,
R000514,T000753,disputed,2023-09-02T12:00:00+00:00,auto-matched
R000515,T000755,pending,2023-11-27T12:00:00+00:00,auto-matched
R000516,T000756,disputed,2023-12-12T12:00:00+00:00,
R000517,T000757,reconciled,2024-01-23T12:00:00+00:00,auto-matched
R000518,T000758,disputed,2024-02-19T12:00:00+00:00,auto-matched
R000519,T000759,pending,2024-03-19T12:00:00+00:00,
R000520,T000761,disputed,2024-05-27T12:00:00+00:00,auto-matched
R000521,T000762,disputed,2024-06-20T12:00:00+00:00,auto-matched
R000522,T000765,reconciled,2024-09-29T12:00:00+00:00,
R000523,T000766,disputed,2024-10-06T12:00:00+00:00,auto-matched
R000524,T000768,disputed,2024-12-18T12:00:00+00:00,auto-matched
R000525,T000769,disputed,2023-01-09T12:00:00+00:00,
R000526,T000774,reconciled,2023-06-28T12:00:00+00:00,auto-matched
R000527,T000775,disputed,2023-07-23T12:00:00+00:00,auto-matched
R000528,T000776,disputed,2023-08-23T12:00:00+00:00,
R000529,T000777,pending,2023-09-30T12:00:00+00:00,auto-matched
R000530,T000778,pending,2023-10-21T12:00:00+00:00,auto-matched
R000531,T000779,pending,2023-11-13T12:00:00+00:00,
R000532,T000782,pending,2024-02-12T12:00:00+00:00,auto-matched
R000533,T000783,disputed,2024-03-19T12:00:00+00:00,auto-matched
R000534,T000785,disputed,2024-05-04T12:00:00+00:00,
R000535,T000786,disputed,2024-06-15T12:00:00+00:00,auto-matched
R000536,T000789,disputed,2024-09-03T12:00:00+00:00,auto-matched
R000537,T000790,disputed,2024-10-24T12:00:00+00:00,
R000538,T000792,disputed,2024-12-02T12:00:00+00:00,auto-matched
R000539,T000793,disputed,2023-01-02T12:00:00+00:00,auto-matched
R000540,T000795,pending,2023-03-26T12:00:00+00:00,
R000541,T000796,disputed,2023-04-01T12:00:00+00:00,auto-matched
R000542,T000797,pending,2023-05-04T12:00:00+00:00,auto-matched
R000543,T000798,disputed,2023-06-10T12:00:00+00:00,
R000544,T000802,reconciled,2023-10-15T12:00:00+00:00,auto-matched
R000545,T000805,disputed,2024-01-25T12:00:00+00:00,auto-matched
R000546,T000806,disputed,2024-02-20T12:00:00+00:00,
R000547,T000809,pending,2024-05-31T12:00:00+00:00,auto-matched
R000548,T000810,reconciled,2024-06-22T12:00:00+00:00,auto-matched
R000549,T000811,disputed,2024-07-15T12:00:00+00:00,
R000550,T000812,disputed,2024-08-31T12:00:00+00:00,auto-matched
R000551,T000813,reconciled,2024-09-27T12:00:00+00:00,auto-matched
R000552,T000815,disputed,2024-11-21T12:00:00+00:00,
R000553,T000816,reconciled,2024-12-26T12:00:00+00:00,auto-matched
R000554,T000818,reconciled,2023-02-20T12:00:00+00:00,auto-matched
R000555,T000819,reconciled,2023-03-20T12:00:00+00:00,
R000556,T000821,pending,2023-05-18T12:00:00+00:00,auto-matched
R000557,T000822,pending,2023-06-05T12:00:00+00:00,auto-matched
R000558,T000824,pending,2023-08-03T12:00:00+00:00,
R000559,T000825,pending,2023-09-30T12:00:00+00:00,auto-matched
R000560,T000827,pending,2023-11-28T12:00:00+00:00,auto-matched
R000561,T000828,pending,2023-12-16T12:00:00+00:00,
R000562,T000829,pending,2024-01-01T12:00:00+00:00,auto-matched
R000563,T000831,reconciled,2024-03-16T12:00:00+00:00,auto-matched
R000564,T000832,reconciled,2024-04-09T12:00:00+00:00,
R000565,T000834,pending,2024-06-20T12:00:00+00:00,auto-matched
R000566,T000835,reconciled,2024-07-14T12:00:00+00:00,auto-matched
R000567,T000837,reconciled,2024-09-28T12:00:00+00:00,
R000568,T000838,disputed,2024-10-24T12:00:00+00:00,auto-matched
R000569,T000839,pending,2024-11-08T12:00:00+00:00,auto-matched
R000570,T000840,disputed,2024-12-06T12:00:00+00:00,
R000571,T000841,disputed,2023-01-01T12:00:00+00:00,auto-matched
R000572,T000843,disputed,2023-03-05T12:00:00+00:00,auto-matched
R000573,T000844,disputed,2023-04-10T12:00:00+00:00,
R000574,T000845,reconciled,2023-05-01T12:00:00+00:00,auto-matched
R000575,T000848,reconciled,2023-08-02T12:00:00+00:00,auto-matched
R000576,T000849,disputed,2023-09-03T12:00:00+00:00,
R000577,T000852,pending,2023-12-29T12:00:00+00:00,auto-matched
R000578,T000853,disputed,2024-01-19T12:00:00+00:00,auto-matched
R000579,T000854,pending,2024-02-24T12:00:00+00:00,
R000580,T000856,pending,2024-04-24T12:00:00+00:00,auto-matched
R000581,T000857,reconciled,2024-05-18T12:00:00+00:00,auto-matched
R000582,T000858,disputed,2024-06-02T12:00:00+00:00,
R000583,T000860,pending,2024-08-13T12:00:00+00:00,auto-matched
R000584,T000861,reconciled,2024-09-22T12:00:00+00:00,auto-matched
R000585,T000862,disputed,2024-10-18T12:00:00+00:00,
R000586,T000864,disputed,2024-12-12T12:00:00+00:00,auto-matched
R000587,T000865,disputed,2023-01-31T12:00:00+00:00,auto-matched
R000588,T000866,disputed,2023-02-23T12:00:00+00:00,
R000589,T000867,reconciled,2023-03-27T12:00:00+00:00,auto-matched
R000590,T000868,disputed,2023-04-07T12:00:00+00:00,auto-matched
R000591,T000869,reconciled,2023-05-21T12:00:00+00:00,
R000592,T000870,disputed,2023-06-30T12:00:00+00:00,auto-matched
R000593,T000871,reconciled,2023-07-30T12:00:00+00:00,auto-matched
R000594,T000872,reconciled,2023-08-15T12:00:00+00:00,
R000595,T000873,pending,2023-09-18T12:00:00+00:00,auto-matched
R000596,T000874,reconciled,2023-10-15T12:00:00+00:00,auto-matched
R000597,T000875,disputed,2023-11-03T12:00:00+00:00,
R000598,T000876,disputed,2023-12-10T12:00:00+00:00,auto-matched
R000599,T000877,reconciled,2024-01-20T12:00:00+00:00,auto-matched
R000600,T000878,disputed,2024-02-29T12:00:00+00:00,
R000601,T000879,disputed,2024-03-05T12:00:00+00:00,auto-matched
R000602,T000880,reconciled,2024-04-15T12:00:00+00:00,auto-matched
R000603,T000882,reconciled,2024-06-22T12:00:00+00:00,
R000604,T000883,reconciled,2024-07-12T12:00:00+00:00,auto-matched
R000605,T000885,pending,2024-09-14T12:00:00+00:00,auto-matched
R000606,T000886,reconciled,2024-10-22T12:00:00+00:00,
R000607,T000892,pending,2023-04-16T12:00:00+00:00,auto-matched
R000608,T000893,reconciled,2023-05-15T12:00:00+00:00,auto-matched
R000609,T000894,pending,2023-06-10T12:00:00+00:00,
R000610,T000895,pending,2023-07-31T12:00:00+00:00,auto-matched
R000611,T000897,pending,2023-09-11T12:00:00+00:00,auto-matched
R000612,T000898,reconciled,2023-10-02T12:00:00+00:00,
R000613,T000900,pending,2023-12-15T12:00:00+00:00,auto-matched
R000614,T000902,disputed,2024-02-10T12:00:00+00:00,auto-matched
R000615,T000903,pending,2024-03-01T12:00:00+00:00,
R000616,T000904,reconciled,2024-04-25T12:00:00+00:00,auto-matched
R000617,T000905,disputed,2024-05-31T12:00:00+00:00,auto-matched
R000618,T000906,pending,2024-06-28T12:00:00+00:00,
R000619,T000907,pending,2024-07-29T12:00:00+00:00,auto-matched
R000620,T000908,pending,2024-08-28T12:00:00+00:00,auto-matched
R000621,T000910,reconciled,2024-10-11T12:00:00+00:00,
R000622,T000911,reconciled,2024-11-30T12:00:00+00:00,auto-matched
R000623,T000912,pending,2024-12-23T12:00:00+00:00,auto-matched
R000624,T000913,reconciled,2023-01-02T12:00:00+00:00,
R000625,T000914,pending,2023-02-19T12:00:00+00:00,auto-matched
R000626,T000916,disputed,2023-04-18T12:00:00+00:00,auto-matched
R000627,T000918,pending,2023-06-18T12:00:00+00:00,
R000628,T000919,disputed,2023-07-31T12:00:00+00:00,auto-matched
R000629,T000921,reconciled,2023-09-02T12:00:00+00:00,auto-matched
R000630,T000922,disputed,2023-10-24T12:00:00+00:00,
R000631,T000923,disputed,2023-11-08T12:00:00+00:00,auto-matched
R000632,T000924,pending,2023-12-21T12:00:00+00:00,auto-matched
R000633,T000925,reconciled,2024-01-02T12:00:00+00:00,
R000634,T000926,pending,2024-02-26T12:00:00+00:00,auto-matched
R000635,T000927,pending,2024-03-05T12:00:00+00:00,auto-matched
R000636,T000928,reconciled,2024-04-14T12:00:00+00:00,
R000637,T000930,pending,2024-06-11T12:00:00+00:00,auto-matched
R000638,T000931,reconciled,2024-07-24T12:00:00+00:00,auto-matched
R000639,T000932,pending,2024-08-27T12:00:00+00:00,
R000640,T000934,pending,2024-10-30T12:00:00+00:00,auto-matched
R000641,T000935,pending,2024-11-20T12:00:00+00:00,auto-matched
R000642,T000936,reconciled,2024-12-02T12:00:00+00:00,
R000643,T000937,reconciled,2023-01-10T12:00:00+00:00,auto-matched
R000644,T000940,reconciled,2023-04-01T12:00:00+00:00,auto-matched
R000645,T000943,pending,2023-07-23T12:00:00+00:00,
R000646,T000945,disputed,2023-09-10T12:00:00+00:00,auto-matched
R000647,T000946,reconciled,2023-10-22T12:00:00+00:00,auto-matched
R000648,T000949,reconciled,2024-01-19T12:00:00+00:00,
R000649,T000950,disputed,2024-02-02T12:00:00+00:00,auto-matched
R000650,T000952,reconciled,2024-04-30T12:00:00+00:00,auto-matched
R000651,T000957,reconciled,2024-09-22T12:00:00+00:00,
R000652,T000959,disputed,2024-11-29T12:00:00+00:00,auto-matched
R000653,T000960,disputed,2024-12-19T12:00:00+00:00,auto-matched
R000654,T000961,reconciled,2023-01-13T12:00:00+00:00,
R000655,T000964,disputed,2023-04-05T12:00:00+00:00,auto-matched
R000656,T000965,reconciled,2023-05-02T12:00:00+00:00,auto-matched
R000657,T000967,disputed,2023-07-03T12:00:00+00:00,
R000658,T000968,reconciled,2023-08-31T12:00:00+00:00,auto-matched
R000659,T000970,reconciled,2023-10-15T12:00:00+00:00,auto-matched
R000660,T000971,reconciled,2023-11-21T12:00:00+00:00,
R000661,T000972,disputed,2023-12-01T12:00:00+00:00,auto-matched
R000662,T000973,pending,2024-01-11T12:00:00+00:00,auto-matched
R000663,T000974,pending,2024-02-17T12:00:00+00:00,
R000664,T000975,disputed,2024-03-01T12:00:00+00:00,auto-matched
R000665,T000978,pending,2024-06-23T12:00:00+00:00,auto-matched
R000666,T000980,disputed,2024-08-30T12:00:00+00:00,
R000667,T000983,reconciled,2024-11-29T12:00:00+00:00,auto-matched
R000668,T000984,reconciled,2024-12-01T12:00:00+00:00,auto-matched
R000669,T000985,disputed,2023-01-06T12:00:00+00:00,
R000670,T000986,pending,2023-02-12T12:00:00+00:00,auto-matched
R000671,T000987,reconciled,2023-03-28T12:00:00+00:00,auto-matched
R000672,T000988,pending,2023-04-22T12:00:00+00:00,
R000673,T000989,disputed,2023-05-03T12:00:00+00:00,auto-matched
R000674,T000990,pending,2023-06-20T12:00:00+00:00,auto-matched
R000675,T000991,disputed,2023-07-07T12:00:00+00:00,
R000676,T000992,disputed,2023-08-09T12:00:00+00:00,auto-matched
R000677,T000993,pending,2023-09-20T12:00:00+00:00,auto-matched
R000678,T000994,disputed,2023-10-13T12:00:00+00:00,
R000679,T000996,reconciled,2023-12-11T12:00:00+00:00,auto-matched
R000680,T000997,pending,2024-01-16T12:00:00+00:00,auto-matched
R000681,T000998,pending,2024-02-16T12:00:00+00:00,
R000682,T000999,disputed,2024-03-24T12:00:00+00:00,auto-matched
R000683,T001000,reconciled,2024-04-05T12:00:00+00:00,auto-matched
R000684,T001001,reconciled,2024-05-23T12:00:00+00:00,
R000685,T001003,disputed,2024-07-17T12:00:00+00:00,auto-matched
R000686,T001004,disputed,2024-08-31T12:00:00+00:00,auto-matched
R000687,T001005,pending,2024-09-24T12:00:00+00:00,
R000688,T001007,pending,2024-11-23T12:00:00+00:00,auto-matched
R000689,T001009,disputed,2023-01-08T12:00:00+00:00,auto-matched
R000690,T001011,pending,2023-03-29T12:00:00+00:00,
R000691,T001012,disputed,2023-04-04T12:00:00+00:00,auto-matched
R000692,T001013,disputed,2023-05-22T12:00:00+00:00,auto-matched
R000693,T001014,reconciled,2023-06-02T12:00:00+00:00,
R000694,T001015,reconciled,2023-07-24T12:00:00+00:00,auto-matched
R000695,T001017,pending,2023-09-19T12:00:00+00:00,auto-matched
R000696,T001021,pending,2024-01-04T12:00:00+00:00,
R000697,T001023,disputed,2024-03-28T12:00:00+00:00,auto-matched
R000698,T001024,reconciled,2024-04-12T12:00:00+00:00,auto-matched
R000699,T001026,pending,2024-06-20T12:00:00+00:00,
R000700,T001027,pending,2024-07-02T12:00:00+00:00,auto-matched
R000701,T001028,reconciled,2024-08-01T12:00:00+00:00,auto-matched
R000702,T001029,reconciled,2024-09-10T12:00:00+00:00,
R000703,T001030,reconciled,2024-10-03T12:00:00+00:00,auto-matched
R000704,T001031,reconciled,2024-11-08T12:00:00+00:00,auto-matched
R000705,T001032,reconciled,2024-12-23T12:00:00+00:00,
R000706,T001033,disputed,2023-01-07T12:00:00+00:00,auto-matched
R000707,T001035,reconciled,2023-03-20T12:00:00+00:00,auto-matched
R000708,T001036,disputed,2023-04-21T12:00:00+00:00,
R000709,T001037,reconciled,2023-05-01T12:00:00+00:00,auto-matched
R000710,T001038,reconciled,2023-06-05T12:00:00+00:00,auto-matched
R000711,T001042,disputed,2023-10-15T12:00:00+00:00,
R000712,T001043,pending,2023-11-19T12:00:00+00:00,auto-matched
R000713,T001047,pending,2024-03-10T12:00:00+00:00,auto-matched
R000714,T001048,pending,2024-04-13T12:00:00+00:00,
R000715,T001049,disputed,2024-05-21T12:00:00+00:00,auto-matched
R000716,T001050,pending,2024-06-02T12:00:00+00:00,auto-matched
R000717,T001053,reconciled,2024-09-05T12:00:00+00:00,
R000718,T001055,reconciled,2024-11-27T12:00:00+00:00,auto-matched
R000719,T001056,disputed,2024-12-03T12:00:00+00:00,auto-matched
R000720,T001057,reconciled,2023-01-22T12:00:00+00:00,
R000721,T001058,reconciled,2023-02-17T12:00:00+00:00,auto-matched
R000722,T001060,reconciled,2023-04-17T12:00:00+00:00,auto-matched
R000723,T001061,disputed,2023-05-21T12:00:00+00:00,
R000724,T001062,pending,2023-06-12T12:00:00+00:00,auto-matched
R000725,T001063,reconciled,2023-07-09T12:00:00+00:00,auto-matched
R000726,T001064,disputed,2023-08-06T12:00:00+00:00,
R000727,T001066,reconciled,2023-10-11T12:00:00+00:00,auto-matched
R000728,T001067,reconciled,2023-11-30T12:00:00+00:00,auto-matched
R000729,T001068,pending,2023-12-08T12:00:00+00:00,
R000730,T001069,pending,2024-01-24T12:00:00+00:00,auto-matched
R000731,T001071,disputed,2024-03-14T12:00:00+00:00,auto-matched
R000732,T001075,reconciled,2024-07-03T12:00:00+00:00,
R000733,T001080,reconciled,2024-12-24T12:00:00+00:00,auto-matched
R000734,T001082,pending,2023-02-03T12:00:00+00:00,auto-matched
R000735,T001083,reconciled,2023-03-25T12:00:00+00:00,
R000736,T001084,reconciled,2023-04-24T12:00:00+00:00,auto-matched
R000737,T001089,pending,2023-09-13T12:00:00+00:00,auto-matched
R000738,T001090,pending,2023-10-05T12:00:00+00:00,
R000739,T001091,pending,2023-11-16T12:00:00+00:00,auto-matched
R000740,T001092,disputed,2023-12-07T12:00:00+00:00,auto-matched
R000741,T001093,reconciled,2024-01-28T12:00:00+00:00,
R000742,T001095,pending,2024-03-06T12:00:00+00:00,auto-matched
R000743,T001096,disputed,2024-04-08T12:00:00+00:00,auto-matched
R000744,T001097,reconciled,2024-05-13T12:00:00+00:00,
R000745,T001099,pending,2024-07-21T12:00:00+00:00,auto-matched
